Gender,Age,City,Category,Price_Category,Place_Name_x
0,5,3,1,1,Museum Kesehatan Dr. Adhyatma
0,2,3,1,1,Museum Kesehatan Dr. Adhyatma
1,20,3,1,1,Museum Kesehatan Dr. Adhyatma
1,19,3,1,1,Museum Kesehatan Dr. Adhyatma
1,11,3,1,1,Museum Kesehatan Dr. Adhyatma
0,14,3,1,1,Museum Kesehatan Dr. Adhyatma
0,12,3,1,1,Museum Kesehatan Dr. Adhyatma
1,16,3,1,1,Museum Kesehatan Dr. Adhyatma
0,14,3,1,1,Museum Kesehatan Dr. Adhyatma
0,7,3,1,1,Museum Kesehatan Dr. Adhyatma
0,20,3,1,1,Museum Kesehatan Dr. Adhyatma
1,5,3,1,1,Museum Kesehatan Dr. Adhyatma
0,19,3,1,1,Museum Kesehatan Dr. Adhyatma
0,2,3,1,1,Museum Kesehatan Dr. Adhyatma
0,10,3,1,1,Museum Kesehatan Dr. Adhyatma
0,5,3,1,1,Museum Kesehatan Dr. Adhyatma
1,11,3,1,1,Museum Kesehatan Dr. Adhyatma
1,21,3,1,1,Museum Kesehatan Dr. Adhyatma
0,19,3,1,1,Museum Kesehatan Dr. Adhyatma
0,12,3,1,1,Museum Kesehatan Dr. Adhyatma
0,5,4,0,1,Pantai Ngandong
0,5,4,0,1,Pantai Ngandong
1,22,4,0,1,Pantai Ngandong
1,12,4,0,1,Pantai Ngandong
0,19,4,0,1,Pantai Ngandong
1,16,4,0,1,Pantai Ngandong
0,8,4,0,1,Pantai Ngandong
1,19,4,0,1,Pantai Ngandong
0,3,4,0,1,Pantai Ngandong
0,0,4,0,1,Pantai Ngandong
0,17,4,0,1,Pantai Ngandong
0,14,4,0,1,Pantai Ngandong
1,6,4,0,1,Pantai Ngandong
1,10,4,0,1,Pantai Ngandong
1,20,4,0,1,Pantai Ngandong
0,2,4,0,1,Pantai Ngandong
1,4,4,0,1,Pantai Ngandong
1,11,4,0,1,Pantai Ngandong
0,10,4,0,1,Pantai Ngandong
0,2,4,0,1,Pantai Ngandong
0,9,4,0,1,Pantai Ngandong
1,4,4,0,1,Pantai Ngandong
0,10,4,0,1,Pantai Ngandong
1,7,4,0,1,Pantai Ngandong
0,18,4,0,1,Pantai Ngandong
0,7,4,0,1,Pantai Ngandong
0,21,4,0,1,Pantai Ngandong
0,21,4,0,1,Pantai Ngandong
0,17,4,0,1,Pantai Ngandong
0,16,4,0,1,Pantai Ngandong
0,5,0,4,1,Jembatan Pasupati
0,2,0,4,1,Jembatan Pasupati
1,4,0,4,1,Jembatan Pasupati
0,20,0,4,1,Jembatan Pasupati
0,6,0,4,1,Jembatan Pasupati
0,10,0,4,1,Jembatan Pasupati
0,18,0,4,1,Jembatan Pasupati
0,14,0,4,1,Jembatan Pasupati
0,9,0,4,1,Jembatan Pasupati
1,11,0,4,1,Jembatan Pasupati
1,15,0,4,1,Jembatan Pasupati
1,15,0,4,1,Jembatan Pasupati
0,3,0,4,1,Jembatan Pasupati
0,10,0,4,1,Jembatan Pasupati
0,21,0,4,1,Jembatan Pasupati
0,15,0,4,1,Jembatan Pasupati
1,12,0,4,1,Jembatan Pasupati
0,20,0,4,1,Jembatan Pasupati
0,5,0,4,1,Pesona Nirwana Waterpark & Cottages
0,22,0,4,1,Pesona Nirwana Waterpark & Cottages
1,20,0,4,1,Pesona Nirwana Waterpark & Cottages
0,2,0,4,1,Pesona Nirwana Waterpark & Cottages
0,13,0,4,1,Pesona Nirwana Waterpark & Cottages
0,0,0,4,1,Pesona Nirwana Waterpark & Cottages
1,17,0,4,1,Pesona Nirwana Waterpark & Cottages
0,14,0,4,1,Pesona Nirwana Waterpark & Cottages
1,21,0,4,1,Pesona Nirwana Waterpark & Cottages
1,16,0,4,1,Pesona Nirwana Waterpark & Cottages
0,15,0,4,1,Pesona Nirwana Waterpark & Cottages
1,6,0,4,1,Pesona Nirwana Waterpark & Cottages
1,15,0,4,1,Pesona Nirwana Waterpark & Cottages
1,0,0,4,1,Pesona Nirwana Waterpark & Cottages
0,20,0,4,1,Pesona Nirwana Waterpark & Cottages
0,7,0,4,1,Pesona Nirwana Waterpark & Cottages
0,1,0,4,1,Pesona Nirwana Waterpark & Cottages
1,11,0,4,1,Pesona Nirwana Waterpark & Cottages
0,3,0,4,1,Pesona Nirwana Waterpark & Cottages
1,11,0,4,1,Pesona Nirwana Waterpark & Cottages
1,7,0,4,1,Pesona Nirwana Waterpark & Cottages
1,10,0,4,1,Pesona Nirwana Waterpark & Cottages
0,2,0,4,1,Pesona Nirwana Waterpark & Cottages
1,9,0,4,1,Pesona Nirwana Waterpark & Cottages
0,10,0,4,1,Pesona Nirwana Waterpark & Cottages
1,12,0,4,1,Pesona Nirwana Waterpark & Cottages
0,15,0,4,1,Pesona Nirwana Waterpark & Cottages
1,21,0,4,1,Pesona Nirwana Waterpark & Cottages
0,16,0,4,1,Pesona Nirwana Waterpark & Cottages
0,5,4,1,1,Museum Sonobudoyo Unit I
1,8,4,1,1,Museum Sonobudoyo Unit I
0,12,4,1,1,Museum Sonobudoyo Unit I
0,8,4,1,1,Museum Sonobudoyo Unit I
0,13,4,1,1,Museum Sonobudoyo Unit I
0,6,4,1,1,Museum Sonobudoyo Unit I
1,1,4,1,1,Museum Sonobudoyo Unit I
0,9,4,1,1,Museum Sonobudoyo Unit I
1,20,4,1,1,Museum Sonobudoyo Unit I
1,7,4,1,1,Museum Sonobudoyo Unit I
0,14,4,1,1,Museum Sonobudoyo Unit I
1,3,4,1,1,Museum Sonobudoyo Unit I
1,13,4,1,1,Museum Sonobudoyo Unit I
1,1,4,1,1,Museum Sonobudoyo Unit I
1,11,4,1,1,Museum Sonobudoyo Unit I
0,7,4,1,1,Museum Sonobudoyo Unit I
0,19,4,1,1,Museum Sonobudoyo Unit I
1,12,4,1,1,Museum Sonobudoyo Unit I
1,12,4,1,1,Museum Sonobudoyo Unit I
1,7,4,1,1,Museum Sonobudoyo Unit I
1,16,4,1,1,Museum Sonobudoyo Unit I
0,13,4,1,1,Museum Sonobudoyo Unit I
0,5,1,4,1,Taman Agrowisata Cilangkap
1,20,1,4,1,Taman Agrowisata Cilangkap
1,8,1,4,1,Taman Agrowisata Cilangkap
1,21,1,4,1,Taman Agrowisata Cilangkap
1,7,1,4,1,Taman Agrowisata Cilangkap
0,16,1,4,1,Taman Agrowisata Cilangkap
0,12,1,4,1,Taman Agrowisata Cilangkap
0,1,1,4,1,Taman Agrowisata Cilangkap
0,14,1,4,1,Taman Agrowisata Cilangkap
0,13,1,4,1,Taman Agrowisata Cilangkap
1,14,1,4,1,Taman Agrowisata Cilangkap
0,14,1,4,1,Taman Agrowisata Cilangkap
1,0,1,4,1,Taman Agrowisata Cilangkap
1,1,1,4,1,Taman Agrowisata Cilangkap
0,9,1,4,1,Taman Agrowisata Cilangkap
1,3,1,4,1,Taman Agrowisata Cilangkap
0,3,1,4,1,Taman Agrowisata Cilangkap
0,2,1,4,1,Taman Agrowisata Cilangkap
0,2,1,4,1,Taman Agrowisata Cilangkap
1,5,1,4,1,Taman Agrowisata Cilangkap
0,20,1,4,1,Taman Agrowisata Cilangkap
1,13,1,4,1,Taman Agrowisata Cilangkap
1,10,1,4,1,Taman Agrowisata Cilangkap
0,17,1,4,1,Taman Agrowisata Cilangkap
0,12,1,4,1,Taman Agrowisata Cilangkap
1,13,1,4,1,Taman Agrowisata Cilangkap
1,21,1,4,1,Taman Agrowisata Cilangkap
0,5,1,1,1,Perpustakaan Nasional
0,13,1,1,1,Perpustakaan Nasional
1,4,1,1,1,Perpustakaan Nasional
0,0,1,1,1,Perpustakaan Nasional
1,1,1,1,1,Perpustakaan Nasional
1,1,1,1,1,Perpustakaan Nasional
0,14,1,1,1,Perpustakaan Nasional
0,6,1,1,1,Perpustakaan Nasional
0,6,1,1,1,Perpustakaan Nasional
0,17,1,1,1,Perpustakaan Nasional
1,16,1,1,1,Perpustakaan Nasional
0,15,1,1,1,Perpustakaan Nasional
1,0,1,1,1,Perpustakaan Nasional
0,17,1,1,1,Perpustakaan Nasional
0,19,1,1,1,Perpustakaan Nasional
1,11,1,1,1,Perpustakaan Nasional
0,6,1,1,1,Perpustakaan Nasional
1,12,1,1,1,Perpustakaan Nasional
0,0,1,1,1,Perpustakaan Nasional
0,12,1,1,1,Perpustakaan Nasional
1,5,1,1,1,Perpustakaan Nasional
0,15,1,1,1,Perpustakaan Nasional
1,11,1,1,1,Perpustakaan Nasional
0,5,1,4,1,Taman Suropati
0,13,1,4,1,Taman Suropati
1,18,1,4,1,Taman Suropati
0,22,1,4,1,Taman Suropati
1,11,1,4,1,Taman Suropati
0,3,1,4,1,Taman Suropati
0,15,1,4,1,Taman Suropati
1,7,1,4,1,Taman Suropati
1,13,1,4,1,Taman Suropati
0,6,1,4,1,Taman Suropati
0,13,1,4,1,Taman Suropati
0,14,1,4,1,Taman Suropati
0,9,1,4,1,Taman Suropati
1,0,1,4,1,Taman Suropati
0,20,1,4,1,Taman Suropati
0,7,1,4,1,Taman Suropati
1,10,1,4,1,Taman Suropati
1,20,1,4,1,Taman Suropati
1,15,1,4,1,Taman Suropati
1,19,1,4,1,Taman Suropati
0,5,1,4,1,Taman Suropati
0,2,1,4,1,Taman Suropati
0,15,1,4,1,Taman Suropati
1,22,1,4,1,Taman Suropati
1,22,1,4,1,Taman Suropati
1,10,1,4,1,Taman Suropati
0,5,0,4,1,Alun-Alun Kota Bandung
1,8,0,4,1,Alun-Alun Kota Bandung
1,12,0,4,1,Alun-Alun Kota Bandung
0,8,0,4,1,Alun-Alun Kota Bandung
1,7,0,4,1,Alun-Alun Kota Bandung
0,6,0,4,1,Alun-Alun Kota Bandung
1,7,0,4,1,Alun-Alun Kota Bandung
1,7,0,4,1,Alun-Alun Kota Bandung
1,3,0,4,1,Alun-Alun Kota Bandung
1,21,0,4,1,Alun-Alun Kota Bandung
0,12,0,4,1,Alun-Alun Kota Bandung
0,4,0,4,1,Alun-Alun Kota Bandung
0,7,0,4,1,Alun-Alun Kota Bandung
0,7,0,4,1,Alun-Alun Kota Bandung
0,19,0,4,1,Alun-Alun Kota Bandung
0,18,0,4,1,Alun-Alun Kota Bandung
1,21,0,4,1,Alun-Alun Kota Bandung
1,10,0,4,1,Alun-Alun Kota Bandung
1,3,0,4,1,Alun-Alun Kota Bandung
1,19,0,4,1,Alun-Alun Kota Bandung
0,2,0,4,1,Alun-Alun Kota Bandung
1,12,0,4,1,Alun-Alun Kota Bandung
1,9,0,4,1,Alun-Alun Kota Bandung
1,20,0,4,1,Alun-Alun Kota Bandung
1,20,0,4,1,Alun-Alun Kota Bandung
1,20,0,4,1,Alun-Alun Kota Bandung
0,5,4,1,1,Keraton Yogyakarta
1,8,4,1,1,Keraton Yogyakarta
0,8,4,1,1,Keraton Yogyakarta
0,9,4,1,1,Keraton Yogyakarta
0,15,4,1,1,Keraton Yogyakarta
1,1,4,1,1,Keraton Yogyakarta
0,19,4,1,1,Keraton Yogyakarta
1,0,4,1,1,Keraton Yogyakarta
0,17,4,1,1,Keraton Yogyakarta
1,9,4,1,1,Keraton Yogyakarta
0,7,4,1,1,Keraton Yogyakarta
0,7,4,1,1,Keraton Yogyakarta
0,7,4,1,1,Keraton Yogyakarta
1,1,4,1,1,Keraton Yogyakarta
1,15,4,1,1,Keraton Yogyakarta
0,6,4,1,1,Keraton Yogyakarta
1,10,4,1,1,Keraton Yogyakarta
0,10,4,1,1,Keraton Yogyakarta
0,11,4,1,1,Keraton Yogyakarta
1,7,4,1,1,Keraton Yogyakarta
1,9,4,1,1,Keraton Yogyakarta
1,10,4,1,1,Keraton Yogyakarta
1,21,4,1,1,Keraton Yogyakarta
0,17,4,1,1,Keraton Yogyakarta
1,10,4,1,1,Keraton Yogyakarta
0,5,0,4,2,Upside Down World Bandung
1,8,0,4,2,Upside Down World Bandung
0,3,0,4,2,Upside Down World Bandung
0,0,0,4,2,Upside Down World Bandung
0,5,0,4,2,Upside Down World Bandung
0,18,0,4,2,Upside Down World Bandung
0,17,0,4,2,Upside Down World Bandung
1,16,0,4,2,Upside Down World Bandung
1,1,0,4,2,Upside Down World Bandung
0,12,0,4,2,Upside Down World Bandung
0,15,0,4,2,Upside Down World Bandung
0,1,0,4,2,Upside Down World Bandung
0,1,0,4,2,Upside Down World Bandung
1,11,0,4,2,Upside Down World Bandung
1,4,0,4,2,Upside Down World Bandung
0,2,0,4,2,Upside Down World Bandung
0,9,0,4,2,Upside Down World Bandung
0,19,0,4,2,Upside Down World Bandung
0,14,0,4,2,Upside Down World Bandung
1,19,0,4,2,Upside Down World Bandung
0,5,4,2,1,Watu Lumbung
0,20,4,2,1,Watu Lumbung
1,7,4,2,1,Watu Lumbung
0,18,4,2,1,Watu Lumbung
0,18,4,2,1,Watu Lumbung
1,3,4,2,1,Watu Lumbung
0,17,4,2,1,Watu Lumbung
1,0,4,2,1,Watu Lumbung
1,14,4,2,1,Watu Lumbung
0,20,4,2,1,Watu Lumbung
0,7,4,2,1,Watu Lumbung
0,12,4,2,1,Watu Lumbung
1,8,4,2,1,Watu Lumbung
1,0,4,2,1,Watu Lumbung
1,15,4,2,1,Watu Lumbung
0,12,4,2,1,Watu Lumbung
1,16,4,2,1,Watu Lumbung
0,18,4,2,1,Watu Lumbung
1,10,4,2,1,Watu Lumbung
0,5,2,4,0,Kampoeng Kopi Banaran
1,0,2,4,0,Kampoeng Kopi Banaran
1,8,2,4,0,Kampoeng Kopi Banaran
0,20,2,4,0,Kampoeng Kopi Banaran
0,3,2,4,0,Kampoeng Kopi Banaran
1,1,2,4,0,Kampoeng Kopi Banaran
0,16,2,4,0,Kampoeng Kopi Banaran
0,14,2,4,0,Kampoeng Kopi Banaran
0,1,2,4,0,Kampoeng Kopi Banaran
1,16,2,4,0,Kampoeng Kopi Banaran
1,10,2,4,0,Kampoeng Kopi Banaran
1,0,2,4,0,Kampoeng Kopi Banaran
0,5,2,4,0,Kampoeng Kopi Banaran
0,10,2,4,0,Kampoeng Kopi Banaran
1,12,2,4,0,Kampoeng Kopi Banaran
1,10,2,4,0,Kampoeng Kopi Banaran
0,5,2,4,0,Kampoeng Kopi Banaran
0,0,2,4,0,Kampoeng Kopi Banaran
1,13,2,4,0,Kampoeng Kopi Banaran
1,12,2,4,0,Kampoeng Kopi Banaran
1,11,2,4,0,Kampoeng Kopi Banaran
0,5,4,1,1,Candi Sewu
0,3,4,1,1,Candi Sewu
1,16,4,1,1,Candi Sewu
1,6,4,1,1,Candi Sewu
1,20,4,1,1,Candi Sewu
0,10,4,1,1,Candi Sewu
0,12,4,1,1,Candi Sewu
0,14,4,1,1,Candi Sewu
1,0,4,1,1,Candi Sewu
1,8,4,1,1,Candi Sewu
1,7,4,1,1,Candi Sewu
0,14,4,1,1,Candi Sewu
0,11,4,1,1,Candi Sewu
1,0,4,1,1,Candi Sewu
1,15,4,1,1,Candi Sewu
1,2,4,1,1,Candi Sewu
0,7,4,1,1,Candi Sewu
0,1,4,1,1,Candi Sewu
1,11,4,1,1,Candi Sewu
1,15,4,1,1,Candi Sewu
0,5,4,1,1,Candi Sewu
0,10,4,1,1,Candi Sewu
1,12,4,1,1,Candi Sewu
0,21,4,1,1,Candi Sewu
1,9,4,1,1,Candi Sewu
0,7,4,1,1,Candi Sewu
0,8,4,1,1,Candi Sewu
0,5,4,1,1,Tebing Breksi
0,13,4,1,1,Tebing Breksi
1,16,4,1,1,Tebing Breksi
0,17,4,1,1,Tebing Breksi
0,13,4,1,1,Tebing Breksi
0,17,4,1,1,Tebing Breksi
1,16,4,1,1,Tebing Breksi
0,6,4,1,1,Tebing Breksi
1,7,4,1,1,Tebing Breksi
1,7,4,1,1,Tebing Breksi
1,11,4,1,1,Tebing Breksi
0,18,4,1,1,Tebing Breksi
0,19,4,1,1,Tebing Breksi
1,15,4,1,1,Tebing Breksi
0,6,4,1,1,Tebing Breksi
0,12,4,1,1,Tebing Breksi
1,12,4,1,1,Tebing Breksi
1,7,4,1,1,Tebing Breksi
0,9,4,1,1,Tebing Breksi
0,2,4,1,1,Tebing Breksi
1,16,4,1,1,Tebing Breksi
1,16,4,1,1,Tebing Breksi
0,9,4,1,1,Tebing Breksi
0,5,1,1,1,Museum Nasional
1,7,1,1,1,Museum Nasional
1,18,1,1,1,Museum Nasional
0,13,1,1,1,Museum Nasional
0,2,1,1,1,Museum Nasional
0,9,1,1,1,Museum Nasional
0,13,1,1,1,Museum Nasional
0,6,1,1,1,Museum Nasional
0,13,1,1,1,Museum Nasional
0,13,1,1,1,Museum Nasional
0,15,1,1,1,Museum Nasional
1,7,1,1,1,Museum Nasional
1,13,1,1,1,Museum Nasional
0,22,1,1,1,Museum Nasional
0,1,1,1,1,Museum Nasional
0,16,1,1,1,Museum Nasional
0,19,1,1,1,Museum Nasional
1,10,1,1,1,Museum Nasional
1,9,1,1,1,Museum Nasional
1,16,1,1,1,Museum Nasional
0,7,1,1,1,Museum Nasional
1,20,1,1,1,Museum Nasional
1,12,1,1,1,Museum Nasional
0,12,1,1,1,Museum Nasional
0,5,4,4,1,Gumuk Pasir Parangkusumo
0,19,4,4,1,Gumuk Pasir Parangkusumo
0,2,4,4,1,Gumuk Pasir Parangkusumo
1,20,4,4,1,Gumuk Pasir Parangkusumo
1,11,4,4,1,Gumuk Pasir Parangkusumo
0,9,4,4,1,Gumuk Pasir Parangkusumo
0,10,4,4,1,Gumuk Pasir Parangkusumo
0,4,4,4,1,Gumuk Pasir Parangkusumo
0,20,4,4,1,Gumuk Pasir Parangkusumo
1,9,4,4,1,Gumuk Pasir Parangkusumo
0,7,4,4,1,Gumuk Pasir Parangkusumo
0,22,4,4,1,Gumuk Pasir Parangkusumo
0,14,4,4,1,Gumuk Pasir Parangkusumo
1,15,4,4,1,Gumuk Pasir Parangkusumo
0,6,4,4,1,Gumuk Pasir Parangkusumo
0,6,4,4,1,Gumuk Pasir Parangkusumo
0,12,4,4,1,Gumuk Pasir Parangkusumo
0,0,4,4,1,Gumuk Pasir Parangkusumo
1,5,4,4,1,Gumuk Pasir Parangkusumo
1,13,4,4,1,Gumuk Pasir Parangkusumo
0,5,4,4,1,Desa Wisata Gamplong
1,21,4,4,1,Desa Wisata Gamplong
0,13,4,4,1,Desa Wisata Gamplong
0,6,4,4,1,Desa Wisata Gamplong
0,6,4,4,1,Desa Wisata Gamplong
0,6,4,4,1,Desa Wisata Gamplong
0,0,4,4,1,Desa Wisata Gamplong
1,21,4,4,1,Desa Wisata Gamplong
0,1,4,4,1,Desa Wisata Gamplong
0,15,4,4,1,Desa Wisata Gamplong
1,8,4,4,1,Desa Wisata Gamplong
1,6,4,4,1,Desa Wisata Gamplong
0,7,4,4,1,Desa Wisata Gamplong
0,18,4,4,1,Desa Wisata Gamplong
0,1,4,4,1,Desa Wisata Gamplong
1,16,4,4,1,Desa Wisata Gamplong
0,8,4,4,1,Desa Wisata Gamplong
0,12,4,4,1,Desa Wisata Gamplong
1,12,4,4,1,Desa Wisata Gamplong
0,2,4,4,1,Desa Wisata Gamplong
0,2,4,4,1,Desa Wisata Gamplong
0,11,4,4,1,Desa Wisata Gamplong
0,19,4,4,1,Desa Wisata Gamplong
1,13,4,4,1,Desa Wisata Gamplong
1,19,4,4,1,Desa Wisata Gamplong
1,20,4,4,1,Desa Wisata Gamplong
1,11,4,4,1,Desa Wisata Gamplong
0,12,4,4,1,Desa Wisata Gamplong
1,11,4,4,1,Desa Wisata Gamplong
0,16,4,4,1,Desa Wisata Gamplong
0,5,0,1,1,Museum Sri Baduga
0,21,0,1,1,Museum Sri Baduga
1,8,0,1,1,Museum Sri Baduga
0,20,0,1,1,Museum Sri Baduga
0,13,0,1,1,Museum Sri Baduga
0,13,0,1,1,Museum Sri Baduga
1,11,0,1,1,Museum Sri Baduga
1,13,0,1,1,Museum Sri Baduga
0,14,0,1,1,Museum Sri Baduga
1,21,0,1,1,Museum Sri Baduga
1,20,0,1,1,Museum Sri Baduga
1,9,0,1,1,Museum Sri Baduga
1,19,0,1,1,Museum Sri Baduga
1,19,0,1,1,Museum Sri Baduga
1,10,0,1,1,Museum Sri Baduga
0,1,0,1,1,Museum Sri Baduga
1,11,0,1,1,Museum Sri Baduga
1,12,0,1,1,Museum Sri Baduga
0,12,0,1,1,Museum Sri Baduga
1,9,0,1,1,Museum Sri Baduga
1,20,0,1,1,Museum Sri Baduga
1,22,0,1,1,Museum Sri Baduga
0,5,0,4,2,Panghegar Waterboom Bandung
0,21,0,4,2,Panghegar Waterboom Bandung
1,22,0,4,2,Panghegar Waterboom Bandung
0,13,0,4,2,Panghegar Waterboom Bandung
0,12,0,4,2,Panghegar Waterboom Bandung
0,8,0,4,2,Panghegar Waterboom Bandung
1,21,0,4,2,Panghegar Waterboom Bandung
1,20,0,4,2,Panghegar Waterboom Bandung
0,12,0,4,2,Panghegar Waterboom Bandung
0,4,0,4,2,Panghegar Waterboom Bandung
1,11,0,4,2,Panghegar Waterboom Bandung
0,1,0,4,2,Panghegar Waterboom Bandung
0,3,0,4,2,Panghegar Waterboom Bandung
0,2,0,4,2,Panghegar Waterboom Bandung
0,12,0,4,2,Panghegar Waterboom Bandung
1,5,0,4,2,Panghegar Waterboom Bandung
1,11,0,4,2,Panghegar Waterboom Bandung
1,12,0,4,2,Panghegar Waterboom Bandung
0,5,4,1,1,Taman Budaya Yogyakarta
0,5,4,1,1,Taman Budaya Yogyakarta
0,14,4,1,1,Taman Budaya Yogyakarta
1,0,4,1,1,Taman Budaya Yogyakarta
0,7,4,1,1,Taman Budaya Yogyakarta
1,2,4,1,1,Taman Budaya Yogyakarta
0,22,4,1,1,Taman Budaya Yogyakarta
0,1,4,1,1,Taman Budaya Yogyakarta
1,13,4,1,1,Taman Budaya Yogyakarta
1,17,4,1,1,Taman Budaya Yogyakarta
1,15,4,1,1,Taman Budaya Yogyakarta
1,10,4,1,1,Taman Budaya Yogyakarta
1,10,4,1,1,Taman Budaya Yogyakarta
0,2,4,1,1,Taman Budaya Yogyakarta
0,5,4,1,1,Taman Budaya Yogyakarta
0,6,4,1,1,Taman Budaya Yogyakarta
1,10,4,1,1,Taman Budaya Yogyakarta
1,9,4,1,1,Taman Budaya Yogyakarta
0,21,4,1,1,Taman Budaya Yogyakarta
0,17,4,1,1,Taman Budaya Yogyakarta
0,16,4,1,1,Taman Budaya Yogyakarta
0,5,4,0,1,Pantai Greweng
1,1,4,0,1,Pantai Greweng
0,15,4,0,1,Pantai Greweng
1,21,4,0,1,Pantai Greweng
0,12,4,0,1,Pantai Greweng
1,9,4,0,1,Pantai Greweng
0,7,4,0,1,Pantai Greweng
1,15,4,0,1,Pantai Greweng
1,15,4,0,1,Pantai Greweng
0,12,4,0,1,Pantai Greweng
0,13,4,0,1,Pantai Greweng
0,1,4,0,1,Pantai Greweng
1,12,4,0,1,Pantai Greweng
0,7,4,0,1,Pantai Greweng
0,9,4,0,1,Pantai Greweng
1,7,4,0,1,Pantai Greweng
1,9,4,0,1,Pantai Greweng
1,10,4,0,1,Pantai Greweng
0,17,4,0,1,Pantai Greweng
0,3,1,1,1,Museum Joang 45
1,8,1,1,1,Museum Joang 45
1,21,1,1,1,Museum Joang 45
1,7,1,1,1,Museum Joang 45
1,17,1,1,1,Museum Joang 45
0,3,1,1,1,Museum Joang 45
1,3,1,1,1,Museum Joang 45
1,7,1,1,1,Museum Joang 45
1,20,1,1,1,Museum Joang 45
1,1,1,1,1,Museum Joang 45
0,15,1,1,1,Museum Joang 45
1,5,1,1,1,Museum Joang 45
0,12,1,1,1,Museum Joang 45
1,9,1,1,1,Museum Joang 45
1,20,1,1,1,Museum Joang 45
1,20,1,1,1,Museum Joang 45
1,11,1,1,1,Museum Joang 45
1,13,1,1,1,Museum Joang 45
1,3,1,1,1,Museum Joang 45
0,2,1,1,1,Museum Joang 45
0,5,1,1,1,Museum Joang 45
1,4,1,1,1,Museum Joang 45
0,3,2,1,1,Semarang Chinatown
0,21,2,1,1,Semarang Chinatown
0,2,2,1,1,Semarang Chinatown
1,8,2,1,1,Semarang Chinatown
0,10,2,1,1,Semarang Chinatown
1,3,2,1,1,Semarang Chinatown
0,14,2,1,1,Semarang Chinatown
0,14,2,1,1,Semarang Chinatown
0,20,2,1,1,Semarang Chinatown
0,4,2,1,1,Semarang Chinatown
1,6,2,1,1,Semarang Chinatown
0,11,2,1,1,Semarang Chinatown
0,7,2,1,1,Semarang Chinatown
1,13,2,1,1,Semarang Chinatown
0,7,2,1,1,Semarang Chinatown
0,6,2,1,1,Semarang Chinatown
1,0,2,1,1,Semarang Chinatown
1,10,2,1,1,Semarang Chinatown
0,5,2,1,1,Semarang Chinatown
1,4,2,1,1,Semarang Chinatown
0,2,2,1,1,Semarang Chinatown
1,9,2,1,1,Semarang Chinatown
0,19,2,1,1,Semarang Chinatown
0,17,2,1,1,Semarang Chinatown
0,3,0,4,1,Sudut Pandang Bandung
1,21,0,4,1,Sudut Pandang Bandung
0,22,0,4,1,Sudut Pandang Bandung
0,6,0,4,1,Sudut Pandang Bandung
1,11,0,4,1,Sudut Pandang Bandung
0,13,0,4,1,Sudut Pandang Bandung
1,16,0,4,1,Sudut Pandang Bandung
0,9,0,4,1,Sudut Pandang Bandung
0,6,0,4,1,Sudut Pandang Bandung
0,11,0,4,1,Sudut Pandang Bandung
0,18,0,4,1,Sudut Pandang Bandung
0,9,0,4,1,Sudut Pandang Bandung
0,2,0,4,1,Sudut Pandang Bandung
0,12,0,4,1,Sudut Pandang Bandung
0,2,0,4,1,Sudut Pandang Bandung
0,10,0,4,1,Sudut Pandang Bandung
1,9,0,4,1,Sudut Pandang Bandung
0,14,0,4,1,Sudut Pandang Bandung
0,14,0,4,1,Sudut Pandang Bandung
1,13,0,4,1,Sudut Pandang Bandung
0,17,0,4,1,Sudut Pandang Bandung
1,10,0,4,1,Sudut Pandang Bandung
1,10,0,4,1,Sudut Pandang Bandung
0,20,0,4,1,Sudut Pandang Bandung
0,3,0,2,1,Curug Dago
1,20,0,2,1,Curug Dago
0,0,0,2,1,Curug Dago
1,7,0,2,1,Curug Dago
0,2,0,2,1,Curug Dago
1,7,0,2,1,Curug Dago
0,10,0,2,1,Curug Dago
0,1,0,2,1,Curug Dago
0,20,0,2,1,Curug Dago
1,5,0,2,1,Curug Dago
1,15,0,2,1,Curug Dago
1,5,0,2,1,Curug Dago
0,1,0,2,1,Curug Dago
0,2,0,2,1,Curug Dago
0,5,0,2,1,Curug Dago
0,12,0,2,1,Curug Dago
1,7,0,2,1,Curug Dago
1,9,0,2,1,Curug Dago
1,10,0,2,1,Curug Dago
1,11,0,2,1,Curug Dago
0,3,1,1,1,Museum Satria Mandala
0,2,1,1,1,Museum Satria Mandala
0,19,1,1,1,Museum Satria Mandala
0,20,1,1,1,Museum Satria Mandala
1,6,1,1,1,Museum Satria Mandala
0,9,1,1,1,Museum Satria Mandala
0,15,1,1,1,Museum Satria Mandala
1,17,1,1,1,Museum Satria Mandala
0,14,1,1,1,Museum Satria Mandala
1,3,1,1,1,Museum Satria Mandala
1,0,1,1,1,Museum Satria Mandala
1,5,1,1,1,Museum Satria Mandala
0,4,1,1,1,Museum Satria Mandala
1,5,1,1,1,Museum Satria Mandala
1,1,1,1,1,Museum Satria Mandala
0,9,1,1,1,Museum Satria Mandala
0,6,1,1,1,Museum Satria Mandala
0,0,1,1,1,Museum Satria Mandala
1,10,1,1,1,Museum Satria Mandala
0,2,1,1,1,Museum Satria Mandala
0,2,1,1,1,Museum Satria Mandala
0,10,1,1,1,Museum Satria Mandala
0,14,1,1,1,Museum Satria Mandala
0,3,2,1,1,Pura Giri Natha
1,0,2,1,1,Pura Giri Natha
0,16,2,1,1,Pura Giri Natha
1,7,2,1,1,Pura Giri Natha
0,19,2,1,1,Pura Giri Natha
